lga_name,year,median_rent,offence_count,independent_schools,total_schools,gp_clinics_per_1000,allied_health_per_1000,dental_sites_per_1000,pharmacies_per_1000,acsc_per_1000,address,suburb,latitude,longitude,straight_line_km,driving_km
CENTRAL GOLDFIELDS,2003,130,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2003,130,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2004,130,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2004,140,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2004,140,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2004,140,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2005,145,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2005,140,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2005,140,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2005,138,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2006,145,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2006,145,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2006,145,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2006,143,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2007,150,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2007,150,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2007,150,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2007,155,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2008,155,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2008,165,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2008,165,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2008,166,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2009,175,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2009,170,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2009,168,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2009,170,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2010,185,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2010,175,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2010,188,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2010,185,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2011,195,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2011,200,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2011,205,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2011,220,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2012,208,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2012,200,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2012,200,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2012,225,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2013,220,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2013,225,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2013,220,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2013,230,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2014,220,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2014,220,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2014,225,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2014,228,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2015,233,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2015,240,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2015,230,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2015,230,,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2016,240,1508.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2016,225,1508.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2016,230,1508.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2016,230,1508.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2017,235,1452.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2017,240,1452.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2017,230,1452.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2017,225,1452.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2018,250,1295.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2018,250,1295.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2018,250,1295.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2018,258,1295.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2019,250,1411.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2019,250,1411.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2019,255,1411.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2019,265,1411.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2020,265,1162.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2020,250,1162.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2020,283,1162.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2020,280,1162.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2021,280,1082.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2021,290,1082.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2021,300,1082.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2021,295,1082.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2022,300,1174.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2022,310,1174.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2022,315,1174.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2022,320,1174.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2023,330,1201.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2023,330,1201.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2023,350,1201.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2023,350,1201.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2024,350,1750.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2024,360,1750.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2024,350,1750.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2024,380,1750.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2025,360,1441.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2025,370,1441.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
CENTRAL GOLDFIELDS,2025,380,1441.0,1.0,8,0.3,0.8,0.6,0.2,41.0,,,,,,
COLAC-OTWAY,1999,115,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,1999,113,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,1999,115,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2000,115,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2000,120,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2000,120,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2000,120,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2001,120,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2001,130,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2001,130,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2001,130,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2002,140,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2002,145,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2002,150,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2002,150,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2003,160,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2003,158,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2003,160,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2003,160,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2004,163,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2004,163,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2004,170,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2004,165,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2005,170,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2005,170,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2005,170,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2005,180,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2006,175,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2006,180,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2006,170,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2006,175,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2007,180,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2007,175,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2007,185,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2007,185,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2008,195,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2008,200,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2008,195,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2008,200,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2009,200,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2009,210,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2009,200,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2009,210,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2010,220,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2010,210,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2010,220,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2010,210,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2011,220,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2011,223,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2011,230,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2011,230,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2012,225,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2012,230,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2012,240,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2012,248,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2013,240,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2013,250,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2013,240,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2013,250,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2014,250,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2014,248,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2014,250,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2014,258,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2015,250,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2015,260,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2015,260,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2015,260,,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2016,270,1994.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2016,280,1994.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2016,265,1994.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2016,260,1994.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2017,280,1741.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2017,280,1741.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2017,280,1741.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2017,285,1741.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2018,280,1595.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2018,285,1595.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2018,300,1595.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2018,300,1595.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2019,315,1637.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2019,320,1637.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2019,310,1637.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2019,305,1637.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2020,320,1810.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2020,310,1810.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2020,340,1810.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2020,325,1810.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2021,340,1551.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2021,340,1551.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2021,350,1551.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2021,380,1551.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2022,380,1550.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2022,380,1550.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2022,395,1550.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2022,400,1550.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2023,423,1472.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2023,410,1472.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2023,435,1472.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2023,405,1472.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2024,428,1956.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2024,423,1956.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2024,435,1956.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2024,430,1956.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2025,460,1934.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2025,450,1934.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
COLAC-OTWAY,2025,450,1934.0,,17,0.3,1.0,0.2,0.2,28.9,,,,,,
CORANGAMITE,1999,93,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,1999,90,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,1999,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2000,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2000,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2000,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2000,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2001,100,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2001,110,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2001,110,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2001,110,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2002,110,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2002,110,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2002,118,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2002,120,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2003,120,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2003,125,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2003,120,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2003,130,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2004,125,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2004,140,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2004,135,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2004,140,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2005,150,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2005,140,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2005,150,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2005,150,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2006,170,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2006,160,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2006,160,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2006,160,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2007,165,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2007,175,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2007,165,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2007,160,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2008,165,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2008,163,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2008,180,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2008,170,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2009,175,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2009,180,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2009,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2009,190,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2010,202,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2010,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2010,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2010,195,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2011,190,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2011,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2011,205,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2011,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2012,210,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2012,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2012,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2012,215,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2013,220,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2013,200,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2013,213,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2013,210,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2014,225,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2014,220,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2014,210,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2014,230,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2015,220,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2015,230,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2015,220,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2015,235,,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2016,250,958.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2016,230,958.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2016,240,958.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2016,245,958.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2017,240,1013.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2017,238,1013.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2017,235,1013.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2017,240,1013.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2018,250,715.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2018,245,715.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2018,240,715.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2018,250,715.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2019,260,646.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2019,263,646.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2019,260,646.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2019,260,646.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2020,300,865.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2020,273,865.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2020,280,865.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
CORANGAMITE,2020,290,865.0,,14,0.6,1.8,0.3,0.4,38.8,,,,,,
