variable,coefficient,std_error,t_value,p_value
const,359.6227477522637,35.48827997089218,10.133563758154231,1.6071215782252656e-10
straight_line_km,-0.8174181133099763,0.527924908314686,-1.5483605725659926,0.1336229443808674
offence_count,-0.001134188814061016,0.0028426080161978854,-0.3989958543696939,0.6931545573156138
total_schools,-0.3708512287942869,0.6147710799007938,-0.6032346688366205,0.5515791332929798
gp_clinics_per_1000,91.89322430411192,80.18899105698874,1.1459581058802102,0.26225066365441524
